H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000000005	0.31	0.94	0.51	0.45	0.39	0.67	0.79	0.57	0.38	0.83	4.54	6.51
ENSG00000000419	0.18	0.2	0.17	0.29	0.18	0.24	0.17	0.32	0.13	0.11	0.18	0.24
ENSG00000000457	0.33	0.45	0.53	0.35	0.37	0.34	0.4	0.46	0.21	0.36	0.41	0.2
ENSG00000000460	0.19	0.16	0.16	0.19	0.28	0.19	0.2	0.2	0.22	0.16	0.25	0.21
ENSG00000000938	0.25	0.2	0.13	0.29	0.27	0.33	0.22	0.15	0.21	0.14	0.13	0.16
ENSG00000000971	0.11	0.12	0.14	0.12	0.14	0.2	0.14	0.11	0.13	0.21	0.15	0.14
ENSG00000001036	0.3	0.29	0.36	0.3	0.19	0.14	0.25	0.39	0.27	0.27	0.21	0.27
ENSG00000001084	0.16	0.44	0.28	0.1	0.38	0.34	0.51	0.21	0.16	0.16	0.21	0.25
ENSG00000001167	0.13	0.18	0.14	0.24	0.07	0.25	0.16	0.2	0.08	0.22	0.16	0.19
ENSG00000001461	30.07	13.42	13.47	15.2	16.74	20.13	15.52	17.19	13.7	21.63	7.45	9.27
ENSG00000001497	3.48	3.33	3.2	3.5	2.92	3.17	3.69	1.79	2.84	2.7	0.81	2.89
ENSG00000001617	0.3	0.37	0.36	0.4	0.24	0.22	0.37	0.22	0.33	0.41	0.32	0.24
ENSG00000001629	0.16	0.18	0.2	0.13	0.09	0.26	0.12	0.2	0.07	0.15	0.13	0.2
ENSG00000001630	0.14	0.14	0.12	0.11	0.13	0.24	0.17	0.11	0.09	0.18	0.15	0.17
ENSG00000001631	0.14	0.12	0.18	0.14	0.15	0.1	0.18	0.2	0.2	0.19	0.17	0.23
ENSG00000002016	0.13	0.16	0.19	0.15	0.29	0.17	0.16	0.24	0.21	0.13	0.16	0.17
ENSG00000002330	8.04	6.57	8.4	8.04	5.96	5.46	6.07	6.1	6.63	5.57	9.69	4.4
ENSG00000002549	0.18	0.24	0.16	0.13	0.18	0.18	0.16	0.11	0.16	0.22	0.2	0.1
ENSG00000002586	0.18	0.2	0.19	0.28	0.28	0.39	0.22	0.19	0.32	0.17	0.22	0.22
ENSG00000002745	3.88	0.58	0.24	0.5	0.76	0.16	0.51	0.75	0.45	0.4	0.6	4.81
ENSG00000002822	0.16	0.13	0.13	0.21	0.21	0.29	0.3	0.18	0.18	0.12	0.13	0.1
ENSG00000002834	0.14	0.12	0.13	0.12	0.19	0.3	0.21	0.08	0.22	0.14	0.12	0.21
ENSG00000002919	0.26	0.14	0.15	0.22	0.29	0.19	0.15	0.17	0.25	0.22	0.15	0.28
ENSG00000003056	0.31	0.26	0.29	0.27	0.24	0.24	0.23	0.3	0.2	0.24	0.21	0.2
ENSG00000003147	0.17	0.34	0.32	0.25	0.37	0.34	0.29	0.37	0.35	0.28	0.36	0.62
ENSG00000003393	0.16	0.33	0.28	0.29	0.22	0.47	0.32	0.21	0.3	0.26	0.39	0.23
ENSG00000003400	0.25	0.33	0.26	0.22	0.24	0.22	0.36	0.28	0.35	0.31	0.25	0.21
ENSG00000003402	0.2	0.17	0.17	0.11	0.17	0.24	0.15	0.14	0.2	0.13	0.15	0.21
ENSG00000003509	0.33	0.22	0.15	0.2	0.27	0.2	0.28	0.18	0.14	0.19	0.18	0.11
