H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000000005	0.06	0.12	0.07	0.06	0.02	0.08	0.06	0.04	0.05	0.03	0.03	0.03
ENSG00000000419	3.21	2.95	2.87	3.5	3.16	3.88	2.59	3.04	2.37	2.87	4.09	3.18
ENSG00000000457	0.03	0.07	0.06	0.1	0.15	0.09	0.1	0.2	0.36	2.88	3.66	2.21
ENSG00000000460	0.62	0.43	0.37	0.12	0.18	0.11	0.28	0.15	0.16	0.21	0.15	0.14
ENSG00000000938	4.73	2.89	3.41	4.02	4.79	5.28	3.79	5	7.18	8.97	4.04	3.32
ENSG00000000971	0.02	0.02	0.03	0.02	0.04	0.02	0.03	0.02	0.02	0.02	0.04	0.03
ENSG00000001036	0.28	0.33	0.16	0.16	2.46	0.18	0.22	1.92	1.84	0.14	2.07	0.26
ENSG00000001084	0.02	0.05	0.04	0.03	0.05	0.03	0.06	0.04	0.04	0.05	0.09	0.08
ENSG00000001167	12.27	9.29	11.88	12.61	12.28	11.77	9.5	9.28	11.24	12.92	9.84	5.8
ENSG00000001461	14.72	18.78	16.35	16.07	16.92	14.73	12.1	18.2	14.71	13.05	15.29	22.25
ENSG00000001497	0.16	0.16	0.15	0.15	0.09	0.13	0.05	0.07	0.07	0.07	0.04	0.05
ENSG00000001617	0.36	0.32	0.26	0.19	0.13	0.15	0.13	0.19	0.19	0.15	0.08	0.12
ENSG00000001629	10.98	9.88	9.33	4.97	7.42	10.66	9.86	4.73	10.03	6.92	5.99	18.03
ENSG00000001630	0.03	0.03	0.05	0.04	0.03	0.03	0.03	0.02	0.03	0.04	0.03	0.03
ENSG00000001631	16.1	12.67	16.69	10.12	13.62	10.52	12.53	11.62	11.39	9.46	11.42	9.41
ENSG00000002016	23.52	24	25.41	21.59	22.52	16.55	16.16	19.02	15.24	12.55	25.55	16.07
ENSG00000002330	5.88	6.12	6.32	4.39	3.83	3.83	4.24	2.83	3.11	4.07	3.74	4.69
ENSG00000002549	0.09	0.07	0.1	0.11	0.16	0.22	0.06	0.14	0.09	0.09	0.1	0.19
ENSG00000002586	1.28	0.55	0.66	0.66	0.35	0.83	0.26	0.2	0.3	0.12	0.07	0.11
ENSG00000002745	23.67	22.95	22.99	18.5	18.19	13.22	10.52	6.63	6.06	3.49	1.58	0.86
ENSG00000002822	10.26	8.61	7.39	7.95	14.03	12.66	12.1	17.35	12	15.55	16.03	31.57
ENSG00000002834	6.66	5.83	8.64	5.86	10.59	7.56	10.15	8.04	10.24	9.83	8.48	8.27
ENSG00000002919	23.28	22.11	20.73	23.38	24.98	18.07	22.72	23.85	21.42	19.55	16.36	22.21
ENSG00000003056	0.16	0.13	0.07	0.1	0.17	0.12	0.14	0.13	0.09	0.83	2.02	2.82
ENSG00000003147	0.02	0.08	0.08	0.03	0.04	0.03	0.06	0.04	0.06	0.05	0.1	0.06
ENSG00000003393	0.41	0.25	0.13	0.24	0.33	0.16	0.19	0.14	0.1	0.09	0.16	0.3
ENSG00000003400	0.07	0.07	0.05	0.06	0.02	0.06	0.06	0.08	0.11	0.34	4.16	2.97
ENSG00000003402	0.77	0.26	0.24	0.36	0.74	0.49	0.48	0.49	1.85	1.92	4	4.56
ENSG00000003509	6.21	7.9	10.81	12.24	8.32	11.76	8.59	11.81	8.52	7.01	8.8	10.15
ENSG00000003756	0.41	0.14	0.24	0.18	0.27	0.12	0.09	0.11	0.06	0.07	0.06	0.04
ENSG00000003989	0.08	0.17	0.12	0.09	0.16	0.08	0.17	0.04	0.12	0.13	0.18	0.2
ENSG00000004059	38.73	40.76	41.37	38.98	42.6	42.13	38.29	46.54	44.11	42.61	42.35	52.76
ENSG00000004139	0.12	0.04	0.06	0.11	0.05	0.05	0.04	0.09	0.11	0.15	0.16	0.13
ENSG00000004142	0.12	0.03	0.05	0.11	0.05	0.04	0.04	0.08	0.11	0.13	0.14	0.09
ENSG00000004399	11.51	9.48	10.69	9.58	11.17	8	12.25	10.01	9.51	12.87	10.6	13.93
ENSG00000004455	3.61	1.1	0.98	2.59	0.45	0.32	0.56	2.81	0.49	0.42	0.18	0.28
ENSG00000004468	7.66	6.48	5.69	4.41	4.81	3.59	4.17	0.71	0.66	0.29	0.15	0.14
ENSG00000004478	5.98	5.47	5.27	6.76	5.19	6.02	7.72	8.21	6.83	2.66	2.13	0.12
ENSG00000004487	0.03	0.07	0.17	0.1	0.15	1.69	0.11	0.11	0.73	0.12	0.12	0.08
ENSG00000004534	0.74	0.21	0.64	0.51	0.51	0.21	0.14	1.9	1.54	3.32	1.6	0.37
ENSG00000004700	4.88	5.13	5.04	3.95	4.4	3.27	4.84	4.99	2.53	3.26	3.69	3.57
ENSG00000004766	0.09	0.11	0.03	0.06	0.05	0.03	0.09	0.05	0.06	0.08	0.06	0.1
ENSG00000004777	2.84	3.61	2.85	2.91	3.62	0.96	2.16	1.28	0.34	0.23	0.16	0.21
ENSG00000004779	0.04	0.02	0.05	0.04	0.02	0.03	0.03	0.04	0.03	0.05	0.03	0.02
ENSG00000004809	0.11	0.14	0.07	0.09	0.21	0.2	0.14	0.14	0.23	0.15	0.09	0.13
ENSG00000004864	0.1	0.11	0.18	0.21	0.18	0.58	0.78	4.08	4.11	1.87	1.91	3.78
ENSG00000004866	0.22	0.25	0.46	0.21	0.43	0.29	0.39	0.31	0.24	0.23	0.17	0.26
ENSG00000004897	15.3	18.64	14.84	12.54	11.06	9.54	10.02	5.71	4.25	3.79	6.47	6.91
ENSG00000004961	0.17	0.16	0.13	0.1	0.12	0.08	0.05	0.12	0.12	0.1	0.09	0.12
ENSG00000004975	15.21	12.78	19.61	15.67	18.65	16.03	18.38	16.98	17.52	22.36	27.62	20.86
ENSG00000005007	0.04	0.06	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.07	0.16	0.17
ENSG00000005022	0.05	0.1	0.06	0.04	0.07	0.08	0.04	0.05	0.06	0.07	0.17	0.18
ENSG00000005059	0.08	0.07	0.1	0.07	0.07	0.08	0.05	0.05	0.1	0.15	0.23	0.19
ENSG00000005073	0.79	0.49	2.66	1.03	0.72	1.34	3.8	3.14	5.45	7.72	13.32	16.99
ENSG00000005075	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01
